id,InfrastID,WBS,Category,Subcategory,Project Name,Project Description,Project Priority,Funding Needed,address,From,To,LATITUDE,LONGITUDE,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,R4,1.3.2,Roadway,Roadway Resurfacing,Carlton Road,Final course of roadway construction from Peachtree-Dunwoody Road to cul-de-sac.,High,"$26,700 ",,Peachtree-Dunwoody Road,cul-de-sac.,33.9164405,-84.349798,NE,NE,,,,1,"$26,700 ",7,,,,,,,7,,,,,,,1,"$26,700 ",B,,,,,North Buckhead,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,1.3.2,Roadway,Roadway Resurfacing,Oriole Drive (Extension),Final course of roadway construction from 1350 feet south of  Benjamin E. Mays Drive,High,"$31,000 ",,1350 feet south of  Benjamin E. Mays Drive,,33.73232,-84.4874373,SW,,,,SW,1,"$31,000 ",,,,,,,,,,,,11,,,1,"$31,000 ",I,,,,,Audobon Forest,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,1.3.2,Roadway,Roadway Resurfacing,Kelso Drive (Extension),Final course of roadway construction from 950 feet south of Peyton Road to Patricia Circle.,High,"$26,000 ",,950 feet south of Peyton Road,Patricia Circle.,33.739829,-84.478926,SW,,,,SW,1,"$26,000 ",,,,,,,,,,,10,,,,1,"$26,000 ",I,,,,,Florida Heights,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,R1,1.3.2,Roadway,Roadway Resurfacing,Thomasville Estates Way,Final course of roadway construction from cul-de-sac to cul-de-sac.,High,"$36,200 ",,cul-de-sac,cul-de-sac.,33.7489954,-84.3879824,SE,,,SE,,1,"$36,200 ",,,,,,,,,,,,,12,,1,"$36,200 ",Z,,,,,,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,R5,1.3.2,Roadway,Roadway Resurfacing,Haven Oaks Court,Final course of roadway construction from Peachtree-Dunwoody Road to cul-de-sac.,High,"$36,200 ",,Peachtree-Dunwoody Road,cul-de-sac.,33.8577835,-84.3580076,NE,NE,,,,1,"$36,200 ",,,,,,,,7,,,,,,,1,"$36,200 ",B,,,,,North Buckhead,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,R9,1.3.4,Roadway,Roadway Resurfacing,Piedmont Circle,Resurfacing from Piedmont Avenue to Monroe Drive,Medium,"$31,000 ",,Piedmont Avenue,Monroe Drive,33.8080596,-84.3658903,NE,NE,,,,1,"$31,000 ",,,,,,,6,,,,,,,,1,"$31,000 ",F,,,,,Piedmont Heights,,,,,,,,,,,,,,Piedmont Circle,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,R9,1.3.2,Roadway,Roadway Resurfacing,Hampshire Walk,Final course of roadway construction from Stone Road to Hempstead Way.,High,"$33,000 ",,Stone Road ,Hempstead Way.,33.6822053,-84.508679,SW,,,,SW,1,"$33,000 ",,,,,,,,,,,,11,,,1,"$33,000 ",P,,,,,None,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,C51,1.3.2,Roadway,Roadway Resurfacing,Landings South Drive,Final course of roadway construction from Landings North Drive to cul-de-sac.,High,"$38,300 ",,Landings North Drive,cul-de-sac.,33.6656393,-84.5207626,SW,,,,SW,1,"$38,300 ",,,,,,,,,,,,11,,,1,"$38,300 ",P,,,,,Ben Hill Pines,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,C50,1.3.2,Roadway,Roadway Resurfacing,Emerald Court,Final course of roadway construction from Harland Road to cul-de-sac.,High,"$48,000 ",,Harland Road ,cul-de-sac.,33.7518176,-84.4821641,SW,,,,SW,1,"$48,000 ",,,,,,,,,,,10,,,,1,"$48,000 ",I,,,,,Harland Terrace,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,I3,1.3.2,Roadway,Roadway Resurfacing,Patricia Circle,Final course of roadway construction from cul-de-sac to cul-de-sac.,High,"$42,000 ",,cul-de-sac,cul-de-sac.,33.7489954,-84.3879824,SW,,,,SW,1,"$42,000 ",,,,,,,,,,,10,,,,1,"$42,000 ",I,,,,,Florida Heights,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,C1,1.3.2,Roadway,Roadway Resurfacing,Hempstead Way,Final course of roadway construction from cul-de-sac to cul-de-sac,High,"$44,120 ",,cul-de-sac,cul-de-sac,33.7489954,-84.3879824,SW,,,,SW,1,"$44,120 ",,,,,,,,,,,,11,,,1,"$44,120 ",P,,,,,None,,,,,,,,,,,,,,,,,,High Roadway Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,I5,1.3.2,Roadway,Roadway Resurfacing,Landings North Drive,Final course of roadway construction from Fairburn Road to cul-de-sac.,High,"$41,000 ",,Fairburn Road ,cul-de-sac.,33.6645437,-84.5203838,SW,,,,SW,1,"$41,000 ",,,,,,,,,,,,11,,,1,"$41,000 ",P,,,,,Ben Hill Pines,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,C29,1.3.4,Roadway,Roadway Resurfacing,Wilson Road,Resurfacing from Southside Industrial Parkway to Dead End,Medium,"$45,500 ",,Southside Industrial Parkway,Dead End,33.6522865,-84.3849251,SE,,,SE,,1,"$45,500 ",,,,,,,,,,,,,12,,1,"$45,500 ",Z,,,,,Blair Villa/Poole Creek,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,R7,1.3.2,Roadway,Roadway Resurfacing,Veltre Place,Final course of roadway construction from Veltre Circle to cul-de-sac.,High,"$53,000 ",,Veltre Circle,cul-de-sac.,33.7218317,-84.4804888,SW,,,,SW,1,"$53,000 ",,,,,,,,,,,,11,,,1,"$53,000 ",I,,,,,Audobon Forest West,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,A26,1.3.2,Roadway,Roadway Resurfacing,Veltre Terrace,Final course of roadway construction from Veltre Circle to cul-de-sac.,High,"$53,500 ",,Veltre Circle,cul-de-sac.,33.7232428,-84.4807334,SW,,,,SW,1,"$53,500 ",,,,,,,,,,,,11,,,1,"$53,500 ",I,,,,,Audobon Forest West,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1,1.3.4,Roadway,Roadway Resurfacing,Fort Street,Resurfacing from Irwin Street to Auburn Avenue,Medium,"$56,000 ",,Irwin Street,Auburn Avenue,33.7577324,-84.3779095,NE,NE,,,,1,"$56,000 ",,,2,,,,,,,,,,,,1,"$56,000 ",M,,,,,Sweet Auburn,,,,,,,,,,,,,,Fort Street,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,146,1.3.4,Roadway,Roadway Resurfacing,Old Chattahoochee Avenue,Resurfacing from Ellsworth Industrial Boulevard to Huber Street,Medium,"$51,500 ",,Ellsworth Industrial,Huber Street,33.8004715,-84.4270104,NW,,NW,,,1,"$51,500 ",,,,,,,,,,9,,,,,1,"$51,500 ",D,,,,,Blandtown,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,C15,1.3.4,Roadway,Roadway Resurfacing,North Angier Avenue,Resurfacing from North Avenue to Dead End,High,"$54,400 ",,North Avenue,Dead End,33.7711183,-84.3650194,NE,NE,,,,1,"$54,400 ",,,2,,,,,,,,,,,,1,"$54,400 ",M,,,,,Old Fourth Ward,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,R1,1.3.4,Roadway,Roadway Resurfacing,Mayson Street,Resurfacing from Dead End to Dead End,Medium,"$58,000 ",,Dead End ,Dead End,33.7489954,-84.3879824,NE,NE,,,,1,"$58,000 ",,,,,,,,7,,,,,,,1,"$58,000 ",E,,,,,None,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,358,1.4.5,Traffic,Traffic Signals,McDaniel Street @ Peters Street,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",High,"$59,940 ",the intersection.,,,33.7460461,-84.4032722,SW,,,,SW,1,"$59,940 ",,,,,4,,,,,,,,,,1,"$59,940 ",T,,,,,The Villages of Castleberry HIll,,,,,,,,,,,Peters Street,,,McDaniel Street,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,1.3.4,Roadway,Roadway Resurfacing,Polo Drive,Resurfacing from Beverly Road to Montgomery Ferry Road,Medium,"$60,000 ",,Beverly Road ,Montgomery Ferry Road,33.7971078,-84.3762309,NE,NE,,,,1,"$60,000 ",,,,,,,6,,,,,,,,1,"$60,000 ",E,,,,,Ansley Park,,,,,,,,,,,,,,Polo Drive,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,854,1.4.5,Traffic,Traffic Signals,Marietta Street @ Andrew Young International Boulevard,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",High,"$68,500 ",the intersection.,,,33.75891,-84.394261,NW,,NW,,,1,"$68,500 ",,,2,,,,,,,,,,,,1,"$68,500 ",M,,,,,Downtown,,,,,,,,,,,Marietta Street,Andrew Young International Boulevard,,,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,I40,1.3.2,Roadway,Roadway Resurfacing,Tee Road,Final course of roadway construction from Harland Road to dead end.,High,"$63,400 ",,Harland Road,dead end.,33.750834,-84.482511,SW,,,,SW,1,"$63,400 ",,,,,,,,,,,10,,,,1,"$63,400 ",I,,,,,Harland Terrace,,,,,,,,,,,,,,,,,,High Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,796,1.4.5,Traffic,Traffic Signals,Marietta Street @ Foundry Street,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",High,"$68,500 ",the intersection.,,,33.759229,-84.4042719,NW,,NW,,,1,"$68,500 ",,,2,,,,,,,,,,,,1,"$68,500 ",M,,,,,Downtown,,,,,,,,,,,Marietta Street,,,,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,513,1.4.5,Traffic,Traffic Signals,Monroe Drive @ Amsterdam Avenue,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",High,"$68,500 ",the intersection.,,,33.7876021,-84.3605906,NE,NE,,,,1,"$68,500 ",,,,,,,6,,,,,,,,1,"$68,500 ",F,,,,,Virginia Highland,Morningside/Lenox Park,,,,,,,,,,,,,Monroe Drive,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,378,1.4.5,Traffic,Traffic Signals,Monroe Drive @ Park Drive,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",High,"$68,500 ",the intersection.,,,33.7767799,-84.4393468,NE,NE,,,,1,"$68,500 ",,,,,,,6,,,,,,,,1,"$68,500 ",F,,,,,Virginia Highlands,,,,,,,,,,,,,,Monroe Drive,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,635,1.4.5,Traffic,Traffic Signals,Macon Drive @ Old Hapeville Road & Bromack Drive,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",High,"$74,920 ",the intersection.,,,33.6889295,-84.3842899,SE,,,SE,,1,"$74,920 ",,,,,,,,,,,,,12,,1,"$74,920 ",Z,,,,,Browns Mill Park,Swallow Circle/Baywood,,,,,,,,,,Macon Drive,,,Old Hapeville Road,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,821,1.4.5,Traffic,Traffic Signals,Habersham Road@ West Wesley Road,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",High,"$74,920 ",the intersection.,,,33.828384,-84.387375,NW,,NW,,,1,"$74,920 ",,,,,,,,,8,,,,,,1,"$74,920 ",B,,,,,Peachtree Heights West,Peachtree Battle Alliance,,,,,,,,,,,,,Habersham Road,West Wesley Road,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,510,1.4.5,Traffic,Traffic Signals,Alston Drive @ Candler Road,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760 ",the intersection.,,,33.744775,-84.291048,SE,,,SE,,1,"$87,760 ",,,,,,5,,,,,,,,,1,"$87,760 ",O,,,,,East Lake,,,,,,,,,,,Candler Road,,,,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,797,1.4.5,Traffic,Traffic Signals,14th Street @ Howell Mill Road,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760 ",the intersection.,,,33.785439,-84.411557,NW,,NW,,,1,"$87,760 ",,,,3,,,,,,,,,,,1,"$87,760 ",E,,,,,Home Park,,,,,,,,,,,14th Street,Howell Mill Road,,,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,1.3.4,Roadway,Roadway Resurfacing,Old Chattahoochee Avenue,Resurfacing from Bowen Street to Howell Mill Road,Medium,"$81,200 ",,Bowen Street,Howell Mill Road,33.7969574,-84.418439,NW,,NW,,,1,"$81,200 ",,,,,,,,,,9,,,,,1,"$81,200 ",D,,,,,Berkeley,,,,,,,,,,,,,,,,,,Medium Roadway Resurfacing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,308,1.4.5,Traffic,Traffic Signals,Barnett Street @ Saint Charles Place,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760 ",the intersection.,,,33.7754329,-84.3497048,NE,NE,,,,1,"$87,760 ",,,,,,,6,,,,,,,,1,"$87,760 ",F,,,,,Virginia Highland,,,,,,,,,,,,,,Barnett Street,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,558,1.4.5,Traffic,Traffic Signals,Avon Avenue @ Westmont Road & Orlando Street,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760 ",the intersection.,,,33.7257169,-84.440783,SW,,,,SW,1,"$87,760 ",,,,,4,,,,,,,,,,1,"$87,760 ",S,,,,,Cascade Avenue/Road,,,,,,,,,,,,,,Avon Avenue,Westmont Road,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,454,1.4.5,Traffic,Traffic Signals,Campbellton Road @ Dodson Drive,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760 ",the intersection.,,,33.6851341,-84.4754749,SW,,,,SW,1,"$87,760 ",,,,,,,,,,,,11,,,1,"$87,760 ",R,,,,,Campbellton Road,Southwest,,,,,,,,,,Campbellton Road,,,Dodson Drive,,,,High Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
